machine_configuration,use_buffer,write_buffer_bytes,connection_type,read_buffer_bytes,duration_sec,num_syscalls,short_reads,throughput (MiB/s)
intel_i5_11thgen_localhost,false,4194304,TCP,512,2.128819669,6511689,0,1493.6
intel_i5_11thgen_localhost,false,4194304,TCP,1024,1.641891542,4416571,0,2626.9
intel_i5_11thgen_localhost,false,4194304,TCP,2048,1.933738429,3600490,0,3636.6
intel_i5_11thgen_localhost,false,4194304,TCP,4096,1.973988187,2621129,0,5186.9
intel_i5_11thgen_localhost,false,4194304,TCP,8192,2.325328404,1841009,129955,6174.6
intel_i5_11thgen_localhost,false,4194304,TCP,16384,1.790119039,693349,166341,6028.4
intel_i5_11thgen_localhost,false,4194304,TCP,32768,2.32081938,452347,225681,6043.9
intel_i5_11thgen_localhost,false,4194304,TCP,65536,2.218696211,226862,226772,6292.3
intel_i5_11thgen_localhost,false,4194304,TCP,131072,1.8937367539999999,194767,194737,6331.2
intel_i5_11thgen_localhost,false,4194304,TCP,262144,2.168251889,224612,224574,6379.2
intel_i5_11thgen_localhost,false,4194304,TCP,524288,1.967099781,202694,202692,6344.1
intel_i5_11thgen_localhost,false,4194304,TCP,1048576,2.10682382,216630,216608,6340.5
intel_i5_11thgen_localhost,false,4194304,TCP,2097152,2.05563896,204131,204112,6146.2
intel_i5_11thgen_localhost,false,4194304,TCP,4194304,1.990834346,207243,207243,6408.9
intel_i5_11thgen_localhost,false,4194304,TCP,8388608,2.060989743,211010,211010,6305.7
intel_i5_11thgen_localhost,false,4194304,TCP,16777216,2.00193214,207601,207601,6382.7
intel_i5_11thgen_localhost,false,8388608,unix,1,1.545668313,7469654,0,4.6
intel_i5_11thgen_localhost,false,8388608,unix,2,1.404949107,6767502,0,9.2
intel_i5_11thgen_localhost,false,8388608,unix,4,1.837862959,7178751,0,14.9
intel_i5_11thgen_localhost,false,8388608,unix,8,1.286342817,6440395,0,38.2
intel_i5_11thgen_localhost,false,8388608,unix,16,1.5947649670000001,7929586,0,75.9
intel_i5_11thgen_localhost,false,8388608,unix,32,2.034108075,10041169,0,150.6
intel_i5_11thgen_localhost,false,8388608,unix,64,2.005646837,9707796,0,295.4
intel_i5_11thgen_localhost,false,8388608,unix,128,2.08926496,9923617,56,579.8
intel_i5_11thgen_localhost,false,8388608,unix,256,1.951081146,8993250,76,1125.3
intel_i5_11thgen_localhost,false,8388608,unix,512,1.988266807,8377315,0,2057.3
intel_i5_11thgen_localhost,false,8388608,unix,1024,2.072055578,7401653,6,3488.4
intel_i5_11thgen_localhost,false,8388608,unix,2048,1.9569520470000001,5028665,4,5018.8
intel_i5_11thgen_localhost,false,8388608,unix,4096,1.975249538,3713391,1091,7342.8
intel_i5_11thgen_localhost,false,8388608,unix,8192,1.870577306,2131466,5146,8892.1
intel_i5_11thgen_localhost,false,8388608,unix,16384,2.294528746,1373192,14403,9332.6
intel_i5_11thgen_localhost,false,8388608,unix,32768,2.208413131,667801,31675,9288.8
intel_i5_11thgen_localhost,false,8388608,unix,65536,2.025727279,323127,59452,9262.2
intel_i5_11thgen_localhost,false,8388608,unix,131072,2.308348026,211919,80467,9161
intel_i5_11thgen_localhost,false,8388608,unix,262144,2.187825658,120060,79029,9189.7
intel_i5_11thgen_localhost,false,8388608,unix,524288,2.126388571,74578,74137,9122
intel_i5_11thgen_localhost,false,8388608,unix,1048576,2.057927433,74534,74461,9193
intel_i5_11thgen_localhost,false,8388608,unix,2097152,2.059400201,77873,77873,9199.6
intel_i5_11thgen_localhost,false,8388608,unix,4194304,2.023207413,78794,78794,9126.7
intel_i5_11thgen_localhost,false,8388608,unix,8388608,1.962137644,76871,76869,9151.1
intel_i5_11thgen_localhost,false,8388608,unix,16777216,1.969434213,76506,76503,9156.1
intel_i5_11thgen_localhost,false,8388608,TCP,1,1.796556234,6949028,0,3.7
intel_i5_11thgen_localhost,false,8388608,TCP,2,2.042492727,7791196,0,7.3
intel_i5_11thgen_localhost,false,8388608,TCP,4,2.675958616,7584664,0,10.8
intel_i5_11thgen_localhost,false,8388608,TCP,8,1.977633937,7733055,0,29.8
intel_i5_11thgen_localhost,false,8388608,TCP,16,2.012159066,7793625,0,59.1
intel_i5_11thgen_localhost,false,8388608,TCP,32,2.079502703,7697341,0,113
intel_i5_11thgen_localhost,false,8388608,TCP,64,1.985081105,7155380,0,220
intel_i5_11thgen_localhost,false,8388608,TCP,128,2.007610883,7177206,0,436.4
intel_i5_11thgen_localhost,false,8388608,TCP,256,2.123340941,7420325,0,853.2
intel_i5_11thgen_localhost,false,8388608,TCP,512,2.076038633,6531039,0,1536.1
intel_i5_11thgen_localhost,false,8388608,TCP,1024,1.467187599,3930586,0,2616.2
intel_i5_11thgen_localhost,false,8388608,TCP,2048,2.053499052,4055068,0,3856.9
intel_i5_11thgen_localhost,false,8388608,TCP,4096,2.056718248,2837886,0,5389.9
intel_i5_11thgen_localhost,false,8388608,TCP,8192,1.9062092819999998,1595468,122975,6532.6
intel_i5_11thgen_localhost,false,8388608,TCP,16384,1.950178983,804010,193339,6429.2
intel_i5_11thgen_localhost,false,8388608,TCP,32768,2.225870755,453328,225599,6339.8
intel_i5_11thgen_localhost,false,8388608,TCP,65536,2.100798661,226994,225665,6701.1
intel_i5_11thgen_localhost,false,8388608,TCP,131072,2.175149472,236135,235989,6737.4
intel_i5_11thgen_localhost,false,8388608,TCP,262144,2.151668088,230637,230569,6654.3
intel_i5_11thgen_localhost,false,8388608,TCP,524288,2.090746099,223749,223618,6668.5
intel_i5_11thgen_localhost,false,8388608,TCP,1048576,2.044510511,220204,220188,6698.8
intel_i5_11thgen_localhost,false,8388608,TCP,2097152,2.026629722,217634,217628,6679.1
intel_i5_11thgen_localhost,false,8388608,TCP,4194304,1.991093129,215321,215321,6718
intel_i5_11thgen_localhost,false,8388608,TCP,8388608,2.010887989,197665,197665,6105.3
intel_i5_11thgen_localhost,false,8388608,TCP,16777216,2.021310794,207045,207045,6358.8
intel_i5_11thgen_localhost,false,16777216,unix,1,1.5870430039999999,7358081,0,4.4
intel_i5_11thgen_localhost,false,16777216,unix,2,1.9846036599999999,9239582,0,8.9
intel_i5_11thgen_localhost,false,16777216,unix,4,2.618398613,9069884,0,13.2
intel_i5_11thgen_localhost,false,16777216,unix,8,1.9818500110000001,9378224,0,36.1
intel_i5_11thgen_localhost,false,16777216,unix,16,1.9986287630000001,9379104,0,71.6
intel_i5_11thgen_localhost,false,16777216,unix,32,2.035814624,9412651,1,141.1
intel_i5_11thgen_localhost,false,16777216,unix,64,1.90049832,8666638,0,278.3
intel_i5_11thgen_localhost,false,16777216,unix,128,2.13533704,9381560,514,536.3
intel_i5_11thgen_localhost,false,16777216,unix,256,1.954232991,8417219,128,1051.5
intel_i5_11thgen_localhost,false,16777216,unix,512,1.746616339,6694337,1,1871.5
intel_i5_11thgen_localhost,false,16777216,unix,1024,2.013086679,6836925,44,3316.6
intel_i5_11thgen_localhost,false,16777216,unix,2048,1.678326223,4092270,72,4762.3
intel_i5_11thgen_localhost,false,16777216,unix,4096,1.8999747230000001,3167375,2595,6509.6
intel_i5_11thgen_localhost,false,16777216,unix,8192,1.922181128,2003359,3162,8136.4
intel_i5_11thgen_localhost,false,16777216,unix,16384,2.325367516,1262926,35220,8441
intel_i5_11thgen_localhost,false,16777216,unix,32768,2.161528758,597983,44545,8348.6
intel_i5_11thgen_localhost,false,16777216,unix,65536,2.162118685,315750,79119,8231.8
intel_i5_11thgen_localhost,false,16777216,unix,131072,2.244850642,196940,96209,8284.8
intel_i5_11thgen_localhost,false,16777216,unix,262144,2.36260673,149190,133840,8013.9
intel_i5_11thgen_localhost,false,16777216,unix,524288,2.252336583,133980,133823,7914.6
intel_i5_11thgen_localhost,false,16777216,unix,1048576,2.127507933,126773,126693,7909.7
intel_i5_11thgen_localhost,false,16777216,unix,2097152,2.115443474,127400,127368,7897.8
intel_i5_11thgen_localhost,false,16777216,unix,4194304,1.994821432,120555,120555,7904.1
intel_i5_11thgen_localhost,false,16777216,unix,8388608,1.993621994,118208,118208,7896.7
intel_i5_11thgen_localhost,false,16777216,unix,16777216,2.030102774,124100,124100,7888.7
intel_i5_11thgen_localhost,false,16777216,TCP,1,2.364603481,6339144,0,2.6
intel_i5_11thgen_localhost,false,16777216,TCP,2,1.621188921,6217359,0,7.3
intel_i5_11thgen_localhost,false,16777216,TCP,4,1.998784363,7476636,1,14.3
intel_i5_11thgen_localhost,false,16777216,TCP,8,2.032533221,7707724,0,28.9
intel_i5_11thgen_localhost,false,16777216,TCP,16,2.028492916,7639712,0,57.5
intel_i5_11thgen_localhost,false,16777216,TCP,32,1.61549966,6003482,0,113.4
intel_i5_11thgen_localhost,false,16777216,TCP,64,2.083221574,7381437,1,216.3
intel_i5_11thgen_localhost,false,16777216,TCP,128,2.02100474,7110353,0,429.5
intel_i5_11thgen_localhost,false,16777216,TCP,256,2.070252287,7019268,0,827.8
intel_i5_11thgen_localhost,false,16777216,TCP,512,2.221108916,6617696,0,1454.8
intel_i5_11thgen_localhost,false,16777216,TCP,1024,2.376524304,5802316,0,2384.3
intel_i5_11thgen_localhost,false,16777216,TCP,2048,1.7690054,3220301,0,3555.5
intel_i5_11thgen_localhost,false,16777216,TCP,4096,2.140028375,2841798,0,5187.2
intel_i5_11thgen_localhost,false,16777216,TCP,8192,2.503294177,1965180,156091,6127.1
intel_i5_11thgen_localhost,false,16777216,TCP,16384,1.400117402,715418,169328,7976.1
intel_i5_11thgen_localhost,false,16777216,TCP,32768,2.47244876,625508,308191,7890.6
intel_i5_11thgen_localhost,false,16777216,TCP,65536,1.709028505,228039,227057,8307
intel_i5_11thgen_localhost,false,16777216,TCP,131072,1.894340057,251370,251166,8285
intel_i5_11thgen_localhost,false,16777216,TCP,262144,2.029327805,266618,266577,8204.7
intel_i5_11thgen_localhost,false,16777216,TCP,524288,2.102355066,269858,269713,8043.3
intel_i5_11thgen_localhost,false,16777216,TCP,1048576,2.149849558,249888,249812,7320.8
intel_i5_11thgen_localhost,false,16777216,TCP,2097152,1.969945161,206241,206239,6544.3
intel_i5_11thgen_localhost,false,16777216,TCP,4194304,1.965812969,198279,198279,6307.7
intel_i5_11thgen_localhost,false,16777216,TCP,8388608,2.006280714,196164,196164,6107.1
intel_i5_11thgen_localhost,false,16777216,TCP,16777216,1.966170475,193258,193258,6139.9
intel_i5_11thgen_localhost,false,0,file_/dev/zero,1,1.971387902,7226216,0,3.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,2,1.992483878,8903134,0,8.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,4,1.980252721,8866821,0,17.1
intel_i5_11thgen_localhost,false,0,file_/dev/zero,8,1.995394838,8923393,0,34.1
intel_i5_11thgen_localhost,false,0,file_/dev/zero,16,1.974311648,8844862,0,68.4
intel_i5_11thgen_localhost,false,0,file_/dev/zero,32,1.989165342,8930565,0,137
intel_i5_11thgen_localhost,false,0,file_/dev/zero,64,2.065309323,9178523,0,271.2
intel_i5_11thgen_localhost,false,0,file_/dev/zero,128,1.967778531,8873902,0,550.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,256,1.9678705810000001,8862106,0,1099.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,512,1.9816365,8736295,0,2152.6
intel_i5_11thgen_localhost,false,0,file_/dev/zero,1024,2.205660215,8648649,0,3829.2
intel_i5_11thgen_localhost,false,0,file_/dev/zero,2048,1.3879385,5551701,0,7812.4
intel_i5_11thgen_localhost,false,0,file_/dev/zero,4096,1.973615899,8297379,0,16422.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,8192,1.9822481170000001,7244015,0,28550.3
intel_i5_11thgen_localhost,false,0,file_/dev/zero,16384,1.9848046849999998,5756556,0,45317.4
intel_i5_11thgen_localhost,false,0,file_/dev/zero,32768,1.937369351,3987162,0,64313.4
intel_i5_11thgen_localhost,false,0,file_/dev/zero,65536,1.862598851,1500612,0,50353.4
intel_i5_11thgen_localhost,false,0,file_/dev/zero,131072,1.957064803,860271,0,54946.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,262144,1.885773603,433706,0,57497.1
intel_i5_11thgen_localhost,false,0,file_/dev/zero,524288,1.9715385250000002,232079,0,58857.2
intel_i5_11thgen_localhost,false,0,file_/dev/zero,1048576,2.043735302,103216,0,50503.6
intel_i5_11thgen_localhost,false,0,file_/dev/zero,2097152,2.000560982,30198,0,30188.9
intel_i5_11thgen_localhost,false,0,file_/dev/zero,4194304,1.949933363,13067,0,26804.9
intel_i5_11thgen_localhost,false,0,file_/dev/zero,8388608,1.7436901,5064,0,23229.5
intel_i5_11thgen_localhost,false,0,file_/dev/zero,16777216,1.859421469,2058,0,17703.3
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,1,2.346582955,4704111,0,1.9
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,2,2.000495942,4669297,0,4.5
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,4,2.000986225,4702453,0,9
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,8,1.996246983,4693624,0,17.9
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,16,2.045921932,4816144,0,35.9
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,32,1.975105476,4665159,0,72.1
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,64,2.053741298,3711540,0,110.3
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,128,2.003822763,2884463,0,175.7
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,256,2.003632151,2077124,0,253.1
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,512,1.996779938,1332446,0,325.8
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,1024,2.33065658,774906,0,324.7
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,2048,2.011597255,436822,0,424.1
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,4096,2.021661013,228057,0,440.7
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,8192,2.01078886,117275,0,455.6
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,16384,2.025409772,59642,0,460.1
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,32768,2.021749383,29993,0,463.6
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,65536,1.9894471280000001,14847,0,466.4
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,131072,2.0058896,7485,0,466.4
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,262144,2.001342319,3746,0,467.9
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,524288,2.00933583,1867,0,464.5
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,1048576,2.307308548,927,0,401.6
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,2097152,1.841696898,430,0,466.8
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,4194304,1.991813584,233,0,467.8
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,8388608,1.9996924900000002,117,0,467.6
intel_i5_11thgen_localhost,false,0,file_/dev/urandom,16777216,2.013168751,59,0,464.8
intel_i5_11thgen_localhost,true,4096,unix,1,1.270541491,6075887,0,4.6
intel_i5_11thgen_localhost,true,4096,unix,2,1.973749176,9385706,0,9.1
intel_i5_11thgen_localhost,true,4096,unix,4,2.03221547,9510224,0,17.9
intel_i5_11thgen_localhost,true,4096,unix,8,2.702543308,9480021,0,26.8
intel_i5_11thgen_localhost,true,4096,unix,16,2.020258288,9427292,0,71.2
intel_i5_11thgen_localhost,true,4096,unix,32,1.8081748420000001,8039555,0,135.7
intel_i5_11thgen_localhost,true,4096,unix,64,2.151636115,8831582,0,250.5
intel_i5_11thgen_localhost,true,4096,unix,128,2.212987644,8250826,1,455.1
intel_i5_11thgen_localhost,true,4096,unix,256,2.599137433,7865965,1,738.9
intel_i5_11thgen_localhost,true,4096,unix,512,3.069925633,6439358,0,1024.2
intel_i5_11thgen_localhost,true,4096,unix,1024,3.245694453,4257132,1,1280.9
intel_i5_11thgen_localhost,true,4096,unix,2048,3.636100329,2615474,1,1404.9
intel_i5_11thgen_localhost,true,4096,unix,4096,1.9029690559999999,766326,1,1573
intel_i5_11thgen_localhost,true,4096,unix,8192,3.890168396,812003,509,1630.2
intel_i5_11thgen_localhost,true,4096,unix,16384,4.182886858,442898,404,1653.3
intel_i5_11thgen_localhost,true,4096,unix,32768,3.857661558,205243,1055,1656.9
intel_i5_11thgen_localhost,true,4096,unix,65536,3.661447727,99469,1363,1684.4
intel_i5_11thgen_localhost,true,4096,unix,131072,3.8482136799999997,52360,1493,1664
intel_i5_11thgen_localhost,true,4096,unix,262144,3.767377743,25140,455,1658.9
intel_i5_11thgen_localhost,true,4096,unix,524288,3.608845038,14312,4147,1619.5
intel_i5_11thgen_localhost,true,4096,unix,1048576,3.740597468,13250,9039,1537.3
intel_i5_11thgen_localhost,true,4096,unix,2097152,3.6514464909999997,10826,9532,1545.9
intel_i5_11thgen_localhost,true,4096,unix,4194304,3.556271019,9932,9358,1560.3
intel_i5_11thgen_localhost,true,4096,unix,8388608,3.6195972579999998,7392,7332,1543.2
intel_i5_11thgen_localhost,true,4096,unix,16777216,3.620283723,7744,7720,1540.1
intel_i5_11thgen_localhost,true,4096,TCP,2,1.524965639,5856344,1,7.3
intel_i5_11thgen_localhost,true,4096,TCP,4,2.340885328,7653452,0,12.5
intel_i5_11thgen_localhost,true,4096,TCP,8,1.99681314,7633297,1,29.2
intel_i5_11thgen_localhost,true,4096,TCP,16,2.009345695,7605431,0,57.8
intel_i5_11thgen_localhost,true,4096,TCP,32,1.978021561,7234582,1,111.6
intel_i5_11thgen_localhost,true,4096,TCP,64,2.104510369,7231704,0,209.7
intel_i5_11thgen_localhost,true,4096,TCP,128,1.995180778,6515720,0,398.6
intel_i5_11thgen_localhost,true,4096,TCP,256,1.4754327059999999,4228241,0,699.6
intel_i5_11thgen_localhost,true,4096,TCP,512,2.099770783,4708431,0,1094.9
intel_i5_11thgen_localhost,true,4096,TCP,1024,1.76629425,2763958,0,1528.2
intel_i5_11thgen_localhost,true,4096,TCP,2048,1.890223408,1708380,0,1765.2
intel_i5_11thgen_localhost,true,4096,TCP,4096,2.004343714,1035229,0,2017.5
intel_i5_11thgen_localhost,true,4096,TCP,8192,1.927965649,529319,0,2144.9
intel_i5_11thgen_localhost,true,4096,TCP,16384,1.9949687470000002,289132,0,2264.5
intel_i5_11thgen_localhost,true,4096,TCP,32768,2.010942854,149973,0,2330.6
intel_i5_11thgen_localhost,true,4096,TCP,65536,2.023829121,76442,0,2360.7
intel_i5_11thgen_localhost,true,4096,TCP,131072,2.025309366,38809,0,2395.2
intel_i5_11thgen_localhost,true,4096,TCP,262144,1.9851640499999998,19291,0,2429.3
intel_i5_11thgen_localhost,true,4096,TCP,524288,1.9532078529999999,9492,0,2429.7
intel_i5_11thgen_localhost,true,4096,TCP,1048576,1.947329716,4560,0,2341.6
intel_i5_11thgen_localhost,true,4096,TCP,2097152,1.938595318,2345,2345,2341.2
intel_i5_11thgen_localhost,true,4096,TCP,4194304,1.9641762329999999,2369,2369,2334.5
intel_i5_11thgen_localhost,true,4096,TCP,8388608,1.976938264,2387,2387,2337.5
intel_i5_11thgen_localhost,true,4096,TCP,16777216,1.982083437,1772,1772,2347.4
intel_i5_11thgen_localhost,true,8192,unix,1,1.588986315,7643506,0,4.6
intel_i5_11thgen_localhost,true,8192,unix,2,2.019966511,9733307,0,9.2
intel_i5_11thgen_localhost,true,8192,unix,4,2.352726876,9703557,0,15.7
intel_i5_11thgen_localhost,true,8192,unix,8,1.9337951549999999,9372072,0,37
intel_i5_11thgen_localhost,true,8192,unix,16,2.028531924,9691332,0,72.9
intel_i5_11thgen_localhost,true,8192,unix,32,2.096710859,9633912,0,140.2
intel_i5_11thgen_localhost,true,8192,unix,64,2.135767459,9240010,0,264.1
intel_i5_11thgen_localhost,true,8192,unix,128,1.985637659,7877428,1,484.3
intel_i5_11thgen_localhost,true,8192,unix,256,2.352572722,7874947,1,817.2
intel_i5_11thgen_localhost,true,8192,unix,512,2.916973704,6856125,0,1147.7
intel_i5_11thgen_localhost,true,8192,unix,1024,3.586229985,5297313,1,1442.5
intel_i5_11thgen_localhost,true,8192,unix,2048,3.5695218669999997,3149557,0,1723.3
intel_i5_11thgen_localhost,true,8192,unix,4096,5.028272855,2464087,1,1914.2
intel_i5_11thgen_localhost,true,8192,unix,8192,2.67356049,705727,0,2062.2
intel_i5_11thgen_localhost,true,8192,unix,16384,4.476253526,612413,0,2137.7
intel_i5_11thgen_localhost,true,8192,unix,32768,4.662153133,322041,0,2158.6
intel_i5_11thgen_localhost,true,8192,unix,65536,4.927499038,171440,8,2174.4
intel_i5_11thgen_localhost,true,8192,unix,131072,5.173007824,88262,10,2132.6
intel_i5_11thgen_localhost,true,8192,unix,262144,4.718455317,40213,64,2129.8
intel_i5_11thgen_localhost,true,8192,unix,524288,4.584663664,23949,7679,2120
intel_i5_11thgen_localhost,true,8192,unix,1048576,5.526696106,22432,13482,1942.6
intel_i5_11thgen_localhost,true,8192,unix,2097152,5.026965338,10338,5914,1975.3
intel_i5_11thgen_localhost,true,8192,unix,4194304,4.764545702,5963,3821,1973.9
intel_i5_11thgen_localhost,true,8192,unix,8388608,4.714932043,3428,2400,1928.5
intel_i5_11thgen_localhost,true,8192,unix,16777216,4.411152442,1646,1170,1939.5
intel_i5_11thgen_localhost,true,8192,TCP,1,1.665569896,4995129,0,2.9
intel_i5_11thgen_localhost,true,8192,TCP,2,2.026732598,7673714,1,7.2
intel_i5_11thgen_localhost,true,8192,TCP,4,1.9766672189999999,7470492,0,14.4
intel_i5_11thgen_localhost,true,8192,TCP,8,2.011870722,7442138,0,28.2
intel_i5_11thgen_localhost,true,8192,TCP,16,1.959586284,7231966,1,56.3
intel_i5_11thgen_localhost,true,8192,TCP,32,1.9954546949999998,7242179,1,110.8
intel_i5_11thgen_localhost,true,8192,TCP,64,2.024307553,7015083,1,211.5
intel_i5_11thgen_localhost,true,8192,TCP,128,1.902493499,6067962,1,389.3
intel_i5_11thgen_localhost,true,8192,TCP,256,2.000107229,5551855,0,677.7
intel_i5_11thgen_localhost,true,8192,TCP,512,2.170579945,4592001,0,1033
intel_i5_11thgen_localhost,true,8192,TCP,1024,2.162113155,3153480,0,1424.3
intel_i5_11thgen_localhost,true,8192,TCP,2048,1.9264803320000001,1756436,0,1780.7
intel_i5_11thgen_localhost,true,8192,TCP,4096,1.945510308,1020539,0,2049.1
intel_i5_11thgen_localhost,true,8192,TCP,8192,2.021374786,570966,0,2206.7
intel_i5_11thgen_localhost,true,8192,TCP,16384,1.962540631,286314,0,2279.5
intel_i5_11thgen_localhost,true,8192,TCP,32768,2.020960353,152887,0,2364.1
intel_i5_11thgen_localhost,true,8192,TCP,65536,1.965265579,75668,0,2406.4
intel_i5_11thgen_localhost,true,8192,TCP,131072,1.973074602,38567,0,2443.3
intel_i5_11thgen_localhost,true,8192,TCP,262144,1.972647467,19603,0,2484.3
intel_i5_11thgen_localhost,true,8192,TCP,524288,1.9743789280000001,9800,0,2481.6
intel_i5_11thgen_localhost,true,8192,TCP,1048576,1.959631995,4660,0,2377.7
intel_i5_11thgen_localhost,true,8192,TCP,2097152,1.912243814,2380,2380,2409.4
intel_i5_11thgen_localhost,true,8192,TCP,4194304,1.966015014,2446,2446,2407.9
intel_i5_11thgen_localhost,true,8192,TCP,8388608,1.9740069390000001,2451,2451,2402.8
intel_i5_11thgen_localhost,true,8192,TCP,16777216,1.988183717,2475,2475,2409.5
intel_i5_11thgen_localhost,true,16384,unix,1,1.264765315,5852573,0,4.4
intel_i5_11thgen_localhost,true,16384,unix,2,2.170594145,8710043,0,7.7
intel_i5_11thgen_localhost,true,16384,unix,4,1.990563732,9437079,0,18.1
intel_i5_11thgen_localhost,true,16384,unix,8,2.00255956,9408666,0,35.8
intel_i5_11thgen_localhost,true,16384,unix,16,2.030321774,9390994,0,70.6
intel_i5_11thgen_localhost,true,16384,unix,32,1.655991175,7400829,0,136.4
intel_i5_11thgen_localhost,true,16384,unix,64,2.150444331,8988765,0,255.1
intel_i5_11thgen_localhost,true,16384,unix,128,2.384893655,9102909,0,465.9
intel_i5_11thgen_localhost,true,16384,unix,256,2.633941998,8439887,0,782.3
intel_i5_11thgen_localhost,true,16384,unix,512,2.698922656,6592393,1,1192.7
intel_i5_11thgen_localhost,true,16384,unix,1024,3.27380062,5419467,0,1616.6
intel_i5_11thgen_localhost,true,16384,unix,2048,3.22863519,3158012,1,1910.4
intel_i5_11thgen_localhost,true,16384,unix,4096,4.216956224,2323205,0,2152
intel_i5_11thgen_localhost,true,16384,unix,8192,5.727003445,1675759,1,2286
intel_i5_11thgen_localhost,true,16384,unix,16384,4.760970402,732441,1,2403.8
intel_i5_11thgen_localhost,true,16384,unix,32768,4.011513444,315010,67,2453.7
intel_i5_11thgen_localhost,true,16384,unix,65536,5.600145967,221227,81,2468.3
intel_i5_11thgen_localhost,true,16384,unix,131072,5.514787297,107774,2131,2434.4
intel_i5_11thgen_localhost,true,16384,unix,262144,5.83937977,56849,1537,2428.5
intel_i5_11thgen_localhost,true,16384,unix,524288,5.665251482,39318,28487,2391.9
intel_i5_11thgen_localhost,true,16384,unix,1048576,6.079263232,37779,33894,2306
intel_i5_11thgen_localhost,true,16384,unix,2097152,5.677159495,24466,21508,2283.7
intel_i5_11thgen_localhost,true,16384,unix,4194304,5.602890372,20130,18921,2283.5
intel_i5_11thgen_localhost,true,16384,unix,8388608,5.337052384,10801,10043,2255.6
intel_i5_11thgen_localhost,true,16384,unix,16777216,5.343124702,7144,6814,2246.3
intel_i5_11thgen_localhost,true,16384,TCP,1,1.9961976639999999,6175889,0,3
intel_i5_11thgen_localhost,true,16384,TCP,2,1.2709366069999999,4916663,1,7.4
intel_i5_11thgen_localhost,true,16384,TCP,4,1.997326876,7775748,1,14.9
intel_i5_11thgen_localhost,true,16384,TCP,8,1.956833099,7553156,0,29.4
intel_i5_11thgen_localhost,true,16384,TCP,16,2.005010909,7688464,1,58.5
intel_i5_11thgen_localhost,true,16384,TCP,32,2.0636692070000002,7498782,0,110.9
intel_i5_11thgen_localhost,true,16384,TCP,64,2.048116619,7025926,0,209.4
intel_i5_11thgen_localhost,true,16384,TCP,128,2.04405623,6657347,0,397.6
intel_i5_11thgen_localhost,true,16384,TCP,256,2.042398595,5872508,0,702
intel_i5_11thgen_localhost,true,16384,TCP,512,1.6340609499999998,3593826,0,1073.9
intel_i5_11thgen_localhost,true,16384,TCP,1024,2.160003057,3179095,0,1437.3
intel_i5_11thgen_localhost,true,16384,TCP,2048,1.8576515059999998,1693595,0,1780.6
intel_i5_11thgen_localhost,true,16384,TCP,4096,1.884626498,995308,0,2063
intel_i5_11thgen_localhost,true,16384,TCP,8192,1.996243974,572227,0,2239.5
intel_i5_11thgen_localhost,true,16384,TCP,16384,2.042242788,305278,0,2335.6
intel_i5_11thgen_localhost,true,16384,TCP,32768,2.044108885,156551,0,2393.3
intel_i5_11thgen_localhost,true,16384,TCP,65536,1.9894061010000001,78392,0,2462.8
intel_i5_11thgen_localhost,true,16384,TCP,131072,2.005422505,39855,0,2484.2
intel_i5_11thgen_localhost,true,16384,TCP,262144,1.993469718,20158,0,2528
intel_i5_11thgen_localhost,true,16384,TCP,524288,2.017140475,10082,0,2499
intel_i5_11thgen_localhost,true,16384,TCP,1048576,1.95042142,4737,0,2428.3
intel_i5_11thgen_localhost,true,16384,TCP,2097152,1.9393698019999999,2330,0,2402.5
intel_i5_11thgen_localhost,true,16384,TCP,4194304,1.939966198,2046,2044,2469
intel_i5_11thgen_localhost,true,16384,TCP,8388608,1.958465893,2054,2054,2472.4
intel_i5_11thgen_localhost,true,16384,TCP,16777216,1.9838874469999999,2060,2060,2474
